cidade_slug,cidade_origem,tecnologia,indicador_id,mes_ref,semana_mes,valor
fortaleza-ce,FORTALEZA / CE,ftth,instalacao,2026-07-01,1,658
,FORTALEZA/CE / CE,5g,ativacao,2026-07-01,1,2
francisco-rn,FRANCISCO / RN,5g,ativacao,2026-07-01,1,1
francisco-dantas-rn,FRANCISCO DANTAS / RN,5g,ativacao,2026-07-01,1,1
frutuoso-gomes-rn,FRUTUOSO GOMES / RN,5g,ativacao,2026-07-01,1,7
garanhuns-pe,GARANHUNS / PE,ftth,orcamento,2026-07-01,1,28
garanhuns-pe,GARANHUNS / PE,ftth,efetivado,2026-07-01,1,26
garanhuns-pe,GARANHUNS / PE,ftth,instalacao,2026-07-01,1,24
goianinha-rn,GOIANINHA / RN,5g,ativacao,2026-07-01,1,9
governador-dix-sept-rosado-rn,GOVERNADOR DIX SEPT ROSADO / RN,5g,ativacao,2026-07-01,1,6
granja-ce,GRANJA / CE,5g,ativacao,2026-07-01,1,20
gravata-pe,GRAVATA / PE,5g,ativacao,2026-07-01,1,6
gravata-pe,GRAVATA / PE,ftth,orcamento,2026-07-01,1,7
gravata-pe,GRAVATA / PE,ftth,instalacao,2026-07-01,1,4
gravata-pe,GRAVATA / PE,ftth,efetivado,2026-07-01,1,3
grossos-rn,GROSSOS / RN,5g,ativacao,2026-07-01,1,9
guamare-rn,GUAMARE / RN,ftth,orcamento,2026-07-01,1,1
guaraciaba-do-norte-ce,GUARACIABA DO NORTE / CE,5g,ativacao,2026-07-01,1,18
guaraciaba-do-norte-ce,GUARACIABA DO NORTE / CE,ftth,instalacao,2026-07-01,1,3
guaraciaba-do-norte-ce,GUARACIABA DO NORTE / CE,ftth,orcamento,2026-07-01,1,1
guaramiranga-ce,GUARAMIRANGA  / CE,5g,ativacao,2026-07-01,1,2
horizonte-ce,HORIZONTE / CE,5g,ativacao,2026-07-01,1,52
horizonte-ce,HORIZONTE / CE,ftth,orcamento,2026-07-01,1,53
horizonte-ce,HORIZONTE / CE,ftth,efetivado,2026-07-01,1,45
horizonte-ce,HORIZONTE / CE,ftth,instalacao,2026-07-01,1,35
ibiapina-ce,IBIAPINA / CE,5g,ativacao,2026-07-01,1,6
ibicuitinga-ce,IBICUITINGA / CE,5g,ativacao,2026-07-01,1,4
icapui-ce,ICAPUI / CE,5g,ativacao,2026-07-01,1,2
ico-ce,ICO / CE,5g,ativacao,2026-07-01,1,35
ico-ce,ICO / CE,ftth,instalacao,2026-07-01,1,24
ico-ce,ICO / CE,ftth,orcamento,2026-07-01,1,22
ico-ce,ICO / CE,ftth,efetivado,2026-07-01,1,21
igarassu-pe,IGARASSU / PE,ftth,orcamento,2026-07-01,1,28
igarassu-pe,IGARASSU / PE,ftth,efetivado,2026-07-01,1,23
igarassu-pe,IGARASSU / PE,ftth,instalacao,2026-07-01,1,26
iguaracy-pe,IGUARACY / PE,5g,ativacao,2026-07-01,1,9
iguatu-ce,IGUATU / CE,5g,ativacao,2026-07-01,1,65
iguatu-ce,IGUATU / CE,ftth,orcamento,2026-07-01,1,79
iguatu-ce,IGUATU / CE,ftth,efetivado,2026-07-01,1,70
iguatu-ce,IGUATU / CE,ftth,instalacao,2026-07-01,1,68
ipanguacu-rn,IPANGUACU / RN,5g,ativacao,2026-07-01,1,6
ipaporanga-ce,IPAPORANGA / CE,5g,ativacao,2026-07-01,1,5
ipaumirim-ce,IPAUMIRIM / CE,5g,ativacao,2026-07-01,1,21
ipu-ce,IPU / CE,5g,ativacao,2026-07-01,1,35
ipu-ce,IPU / CE,ftth,instalacao,2026-07-01,1,10
ipu-ce,IPU / CE,ftth,orcamento,2026-07-01,1,9
ipu-ce,IPU / CE,ftth,efetivado,2026-07-01,1,10
ipueiras-ce,IPUEIRAS / CE,5g,ativacao,2026-07-01,1,8
iracema-ce,IRACEMA / CE,5g,ativacao,2026-07-01,1,11
iracema-ce,IRACEMA / CE,ftth,orcamento,2026-07-01,1,3
iracema-ce,IRACEMA / CE,ftth,efetivado,2026-07-01,1,3
iracema-ce,IRACEMA / CE,ftth,instalacao,2026-07-01,1,3
iraucuba-ce,IRAUCUBA / CE,5g,ativacao,2026-07-01,1,7
itabaiana-se,ITABAIANA / SE,ftth,orcamento,2026-07-01,1,11
itabaiana-se,ITABAIANA / SE,ftth,efetivado,2026-07-01,1,13
itabaiana-se,ITABAIANA / SE,ftth,instalacao,2026-07-01,1,13
itaicaba-ce,ITAICABA / CE,5g,ativacao,2026-07-01,1,1
itaitinga-ce,ITAITINGA / CE,5g,ativacao,2026-07-01,1,11
itaja-rn,ITAJA / RN,5g,ativacao,2026-07-01,1,6
itapaje-ce,ITAPAJE / CE,5g,ativacao,2026-07-01,1,15
itapaje-ce,ITAPAJE / CE,ftth,orcamento,2026-07-01,1,9
itapaje-ce,ITAPAJE / CE,ftth,efetivado,2026-07-01,1,8
itapaje-ce,ITAPAJE / CE,ftth,instalacao,2026-07-01,1,10
itapipoca-ce,ITAPIPOCA / CE,5g,ativacao,2026-07-01,1,57
itapipoca-ce,ITAPIPOCA / CE,ftth,orcamento,2026-07-01,1,43
itapipoca-ce,ITAPIPOCA / CE,ftth,efetivado,2026-07-01,1,39
itapipoca-ce,ITAPIPOCA / CE,ftth,instalacao,2026-07-01,1,34
itarema-ce,ITAREMA / CE,5g,ativacao,2026-07-01,1,3
itau-rn,ITAU / RN,5g,ativacao,2026-07-01,1,5
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES / PE,ftth,orcamento,2026-07-01,1,111
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES / PE,ftth,efetivado,2026-07-01,1,84
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES / PE,ftth,instalacao,2026-07-01,1,52
jaguaretama-ce,JAGUARETAMA / CE,5g,ativacao,2026-07-01,1,14
jaguaretama-ce,JAGUARETAMA / CE,ftth,orcamento,2026-07-01,1,2
jaguaretama-ce,JAGUARETAMA / CE,ftth,efetivado,2026-07-01,1,2
jaguaretama-ce,JAGUARETAMA / CE,ftth,instalacao,2026-07-01,1,5
jaguaribara-ce,JAGUARIBARA / CE,5g,ativacao,2026-07-01,1,8
jaguaribara-ce,JAGUARIBARA / CE,ftth,orcamento,2026-07-01,1,2
jaguaribara-ce,JAGUARIBARA / CE,ftth,efetivado,2026-07-01,1,4
jaguaribara-ce,JAGUARIBARA / CE,ftth,instalacao,2026-07-01,1,1
jaguaribe-ce,JAGUARIBE / CE,5g,ativacao,2026-07-01,1,23
jaguaribe-ce,JAGUARIBE / CE,ftth,orcamento,2026-07-01,1,21
jaguaribe-ce,JAGUARIBE / CE,ftth,efetivado,2026-07-01,1,19
jaguaribe-ce,JAGUARIBE / CE,ftth,instalacao,2026-07-01,1,17
jaguaruana-ce,JAGUARUANA / CE,5g,ativacao,2026-07-01,1,17
janduis-rn,JANDUIS / RN,5g,ativacao,2026-07-01,1,3
jardim-de-piranhas-rn,JARDIM DE PIRANHAS / RN,5g,ativacao,2026-07-01,1,9
jati-ce,JATI  / CE,5g,ativacao,2026-07-01,1,13
jeremoabo-ba,JEREMOABO / BA,5g,ativacao,2026-07-01,1,20
jeremoabo-ba,JEREMOABO / BA,ftth,orcamento,2026-07-01,1,9
jeremoabo-ba,JEREMOABO / BA,ftth,efetivado,2026-07-01,1,9
jeremoabo-ba,JEREMOABO / BA,ftth,instalacao,2026-07-01,1,5
jijoca-de-jericoacoara-ce,JIJOCA DE JERICOACOARA / CE,5g,ativacao,2026-07-01,1,1
joao-camara-rn,JOAO CAMARA  / RN,5g,ativacao,2026-07-01,1,31
joao-pessoa-pb,JOAO PESSOA / PB,5g,ativacao,2026-07-01,1,214
joao-pessoa-pb,JOAO PESSOA / PB,ftth,orcamento,2026-07-01,1,549
joao-pessoa-pb,JOAO PESSOA / PB,ftth,efetivado,2026-07-01,1,458
joao-pessoa-pb,JOAO PESSOA / PB,ftth,instalacao,2026-07-01,1,396
,JOAO PESSOA/PB / PB,5g,ativacao,2026-07-01,1,1
jose-da-penha-rn,JOSE DA PENHA / RN,5g,ativacao,2026-07-01,1,4
jose-da-penha-rn,JOSE DA PENHA / RN,ftth,orcamento,2026-07-01,1,5
jose-da-penha-rn,JOSE DA PENHA / RN,ftth,efetivado,2026-07-01,1,5
jose-da-penha-rn,JOSE DA PENHA / RN,ftth,instalacao,2026-07-01,1,4
juazeirinho-pb,JUAZEIRINHO / PB,5g,ativacao,2026-07-01,1,12
juazeiro-ba,JUAZEIRO / BA,5g,ativacao,2026-07-01,1,47
juazeiro-ba,JUAZEIRO / BA,ftth,orcamento,2026-07-01,1,81
juazeiro-ba,JUAZEIRO / BA,ftth,efetivado,2026-07-01,1,68
juazeiro-ba,JUAZEIRO / BA,ftth,instalacao,2026-07-01,1,59
juazeiro-do-norte-ce,JUAZEIRO DO NORTE / CE,5g,ativacao,2026-07-01,1,227
juazeiro-do-norte-ce,JUAZEIRO DO NORTE / CE,ftth,orcamento,2026-07-01,1,204
juazeiro-do-norte-ce,JUAZEIRO DO NORTE / CE,ftth,efetivado,2026-07-01,1,173
juazeiro-do-norte-ce,JUAZEIRO DO NORTE / CE,ftth,instalacao,2026-07-01,1,148
jucas-ce,JUCAS / CE,5g,ativacao,2026-07-01,1,17
jucas-ce,JUCAS / CE,ftth,orcamento,2026-07-01,1,1
jucurutu-rn,JUCURUTU / RN,5g,ativacao,2026-07-01,1,13
junco-do-serido-pb,JUNCO DO SERIDO / PB,5g,ativacao,2026-07-01,1,7
lagarto-se,LAGARTO / SE,ftth,orcamento,2026-07-01,1,39
lagarto-se,LAGARTO / SE,ftth,efetivado,2026-07-01,1,22
lagarto-se,LAGARTO / SE,ftth,instalacao,2026-07-01,1,20
lagoa-pb,LAGOA / PB,5g,ativacao,2026-07-01,1,4
lagoa-seca-pb,LAGOA SECA / PB,5g,ativacao,2026-07-01,1,3
lagoa-seca-pb,LAGOA SECA / PB,ftth,orcamento,2026-07-01,1,2
lagoa-seca-pb,LAGOA SECA / PB,ftth,efetivado,2026-07-01,1,1
lajes-rn,LAJES / RN,5g,ativacao,2026-07-01,1,11
lastro-pb,LASTRO / PB,5g,ativacao,2026-07-01,1,1
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA / CE,5g,ativacao,2026-07-01,1,18
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA / CE,ftth,instalacao,2026-07-01,1,13
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA / CE,ftth,orcamento,2026-07-01,1,12
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA / CE,ftth,efetivado,2026-07-01,1,12
limoeiro-pe,LIMOEIRO / PE,ftth,orcamento,2026-07-01,1,12
limoeiro-pe,LIMOEIRO / PE,ftth,efetivado,2026-07-01,1,12
limoeiro-pe,LIMOEIRO / PE,ftth,instalacao,2026-07-01,1,9
limoeiro-do-norte-ce,LIMOEIRO DO NORTE / CE,5g,ativacao,2026-07-01,1,28
limoeiro-do-norte-ce,LIMOEIRO DO NORTE / CE,ftth,orcamento,2026-07-01,1,26
limoeiro-do-norte-ce,LIMOEIRO DO NORTE / CE,ftth,efetivado,2026-07-01,1,27
limoeiro-do-norte-ce,LIMOEIRO DO NORTE / CE,ftth,instalacao,2026-07-01,1,26
luis-correia-pi,LUIS CORREIA / PI,5g,ativacao,2026-07-01,1,2
luis-correia-pi,LUIS CORREIA / PI,ftth,orcamento,2026-07-01,1,9
luis-correia-pi,LUIS CORREIA / PI,ftth,efetivado,2026-07-01,1,10
luis-correia-pi,LUIS CORREIA / PI,ftth,instalacao,2026-07-01,1,7
luis-gomes-rn,LUIS GOMES / RN,ftth,orcamento,2026-07-01,1,1
macaiba-rn,MACAIBA / RN,5g,ativacao,2026-07-01,1,44
macaiba-rn,MACAIBA / RN,ftth,orcamento,2026-07-01,1,37
macaiba-rn,MACAIBA / RN,ftth,efetivado,2026-07-01,1,23
macaiba-rn,MACAIBA / RN,ftth,instalacao,2026-07-01,1,17
macau-rn,MACAU / RN,5g,ativacao,2026-07-01,1,23
macau-rn,MACAU / RN,ftth,orcamento,2026-07-01,1,4
macau-rn,MACAU / RN,ftth,efetivado,2026-07-01,1,3
macau-rn,MACAU / RN,ftth,instalacao,2026-07-01,1,3
maceio-al,MACEIO / AL,5g,ativacao,2026-07-01,1,180
maceio-al,MACEIO / AL,ftth,orcamento,2026-07-01,1,386
maceio-al,MACEIO / AL,ftth,efetivado,2026-07-01,1,322
maceio-al,MACEIO / AL,ftth,instalacao,2026-07-01,1,228
machados-pe,MACHADOS / PE,5g,ativacao,2026-07-01,1,22
madalena-ce,MADALENA / CE,5g,ativacao,2026-07-01,1,5
magalhaes-de-almeida-ma,MAGALHAES DE ALMEIDA / MA,5g,ativacao,2026-07-01,1,7
major-sales-rn,MAJOR SALES / RN,5g,ativacao,2026-07-01,1,11
major-sales-rn,MAJOR SALES / RN,ftth,orcamento,2026-07-01,1,2
major-sales-rn,MAJOR SALES / RN,ftth,efetivado,2026-07-01,1,2
mamanguape-pb,MAMANGUAPE / PB,5g,ativacao,2026-07-01,1,5
mansidao-ba,MANSIDAO / BA,5g,ativacao,2026-07-01,1,1
maracanau-ce,MARACANAU / CE,5g,ativacao,2026-07-01,1,121
maracanau-ce,MARACANAU / CE,ftth,orcamento,2026-07-01,1,158
maracanau-ce,MARACANAU / CE,ftth,efetivado,2026-07-01,1,132
maracanau-ce,MARACANAU / CE,ftth,instalacao,2026-07-01,1,114
maranguape-ce,MARANGUAPE / CE,5g,ativacao,2026-07-01,1,46
maranguape-ce,MARANGUAPE / CE,ftth,orcamento,2026-07-01,1,31
maranguape-ce,MARANGUAPE / CE,ftth,efetivado,2026-07-01,1,29
maranguape-ce,MARANGUAPE / CE,ftth,instalacao,2026-07-01,1,30
marcelino-vieira-rn,MARCELINO VIEIRA / RN,5g,ativacao,2026-07-01,1,11
marco-ce,MARCO / CE,5g,ativacao,2026-07-01,1,11
marco-ce,MARCO / CE,ftth,orcamento,2026-07-01,1,1
marco-ce,MARCO / CE,ftth,efetivado,2026-07-01,1,1
marco-ce,MARCO / CE,ftth,instalacao,2026-07-01,1,1
marechal-deodoro-al,MARECHAL DEODORO / AL,5g,ativacao,2026-07-01,1,11
marechal-deodoro-al,MARECHAL DEODORO / AL,ftth,orcamento,2026-07-01,1,32
marechal-deodoro-al,MARECHAL DEODORO / AL,ftth,efetivado,2026-07-01,1,28
marechal-deodoro-al,MARECHAL DEODORO / AL,ftth,instalacao,2026-07-01,1,22
mari-pb,MARI / PB,5g,ativacao,2026-07-01,1,10
marizopolis-pb,MARIZOPOLIS / PB,5g,ativacao,2026-07-01,1,12
,MARIZOPOLIS/PB / PB,5g,ativacao,2026-07-01,1,1
martins-rn,MARTINS / RN,ftth,orcamento,2026-07-01,1,2
martins-rn,MARTINS / RN,ftth,efetivado,2026-07-01,1,2
martins-rn,MARTINS / RN,ftth,instalacao,2026-07-01,1,3
massape-ce,MASSAPE / CE,5g,ativacao,2026-07-01,1,27
massape-ce,MASSAPE / CE,ftth,orcamento,2026-07-01,1,1
massape-ce,MASSAPE / CE,ftth,efetivado,2026-07-01,1,1
massape-ce,MASSAPE / CE,ftth,instalacao,2026-07-01,1,1
mataraca-pb,MATARACA / PB,5g,ativacao,2026-07-01,1,12
mauriti-ce,MAURITI / CE,5g,ativacao,2026-07-01,1,8
maxaranguape-rn,MAXARANGUAPE / RN,5g,ativacao,2026-07-01,1,11
messias-targino-rn,MESSIAS TARGINO / RN,5g,ativacao,2026-07-01,1,8
milagres-ce,MILAGRES / CE,5g,ativacao,2026-07-01,1,9
milagres-ce,MILAGRES / CE,ftth,orcamento,2026-07-01,1,12
milagres-ce,MILAGRES / CE,ftth,efetivado,2026-07-01,1,11
milagres-ce,MILAGRES / CE,ftth,instalacao,2026-07-01,1,9
milha-ce,MILHA / CE,5g,ativacao,2026-07-01,1,8
,MIRADOR/MA / MA,5g,ativacao,2026-07-01,1,1
missao-velha-ce,MISSAO VELHA / CE,5g,ativacao,2026-07-01,1,26
missao-velha-ce,MISSAO VELHA / CE,ftth,efetivado,2026-07-01,1,10
missao-velha-ce,MISSAO VELHA / CE,ftth,orcamento,2026-07-01,1,11
missao-velha-ce,MISSAO VELHA / CE,ftth,instalacao,2026-07-01,1,8
mombaca-ce,MOMBACA / CE,5g,ativacao,2026-07-01,1,14
mombaca-ce,MOMBACA / CE,ftth,orcamento,2026-07-01,1,14
mombaca-ce,MOMBACA / CE,ftth,efetivado,2026-07-01,1,15
mombaca-ce,MOMBACA / CE,ftth,instalacao,2026-07-01,1,15
morada-nova-ce,MORADA NOVA / CE,5g,ativacao,2026-07-01,1,35
morada-nova-ce,MORADA NOVA / CE,ftth,instalacao,2026-07-01,1,17
morada-nova-ce,MORADA NOVA / CE,ftth,orcamento,2026-07-01,1,11
morada-nova-ce,MORADA NOVA / CE,ftth,efetivado,2026-07-01,1,11
moreno-pe,MORENO / PE,5g,ativacao,2026-07-01,1,30
moreno-pe,MORENO / PE,ftth,orcamento,2026-07-01,1,1
mossoro-rn,MOSSORO / RN,5g,ativacao,2026-07-01,1,259
mossoro-rn,MOSSORO / RN,ftth,orcamento,2026-07-01,1,131
mossoro-rn,MOSSORO / RN,ftth,efetivado,2026-07-01,1,116
mossoro-rn,MOSSORO / RN,ftth,instalacao,2026-07-01,1,89
mossoro-rn-rn,MOSSORO RN / RN,5g,ativacao,2026-07-01,1,5
mucambo-ce,MUCAMBO / CE,5g,ativacao,2026-07-01,1,12
mulungu-ce,MULUNGU / CE,5g,ativacao,2026-07-01,1,4
natal-rn,NATAL / RN,5g,ativacao,2026-07-01,1,496
natal-rn,NATAL / RN,ftth,orcamento,2026-07-01,1,685
natal-rn,NATAL / RN,ftth,efetivado,2026-07-01,1,545
natal-rn,NATAL / RN,ftth,instalacao,2026-07-01,1,440
nisia-floresta-rn,NISIA FLORESTA / RN,5g,ativacao,2026-07-01,1,3
nisia-floresta-rn,NISIA FLORESTA / RN,ftth,orcamento,2026-07-01,1,10
nisia-floresta-rn,NISIA FLORESTA / RN,ftth,efetivado,2026-07-01,1,8
nisia-floresta-rn,NISIA FLORESTA / RN,ftth,instalacao,2026-07-01,1,4
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO / SE,ftth,orcamento,2026-07-01,1,177
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO / SE,ftth,efetivado,2026-07-01,1,141
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO / SE,ftth,instalacao,2026-07-01,1,100
nova-cruz-rn,NOVA CRUZ / RN,5g,ativacao,2026-07-01,1,25
nova-olinda-ce,NOVA OLINDA / CE,5g,ativacao,2026-07-01,1,8
nova-russas-ce,NOVA RUSSAS / CE,5g,ativacao,2026-07-01,1,28
nova-russas-ce,NOVA RUSSAS / CE,ftth,orcamento,2026-07-01,1,1
ocara-ce,OCARA / CE,5g,ativacao,2026-07-01,1,11
olho-dagua-das-flores-al,OLHO DAGUA DAS FLORES / AL,5g,ativacao,2026-07-01,1,6
olho-dagua-das-flores-al,OLHO DAGUA DAS FLORES / AL,ftth,orcamento,2026-07-01,1,6
olho-dagua-das-flores-al,OLHO DAGUA DAS FLORES / AL,ftth,efetivado,2026-07-01,1,6
olho-dagua-das-flores-al,OLHO DAGUA DAS FLORES / AL,ftth,instalacao,2026-07-01,1,3
olho-dagua-do-borges-rn,OLHO DAGUA DO BORGES / RN,5g,ativacao,2026-07-01,1,2
olinda-pe,OLINDA / PE,5g,ativacao,2026-07-01,1,6
olinda-pe,OLINDA / PE,ftth,orcamento,2026-07-01,1,132
olinda-pe,OLINDA / PE,ftth,efetivado,2026-07-01,1,115
olinda-pe,OLINDA / PE,ftth,instalacao,2026-07-01,1,66
oros-ce,OROS / CE,5g,ativacao,2026-07-01,1,23
oros-ce,OROS / CE,ftth,orcamento,2026-07-01,1,3
oros-ce,OROS / CE,ftth,efetivado,2026-07-01,1,3
oros-ce,OROS / CE,ftth,instalacao,2026-07-01,1,3
ouricuri-pe,OURICURI / PE,5g,ativacao,2026-07-01,1,15
ouricuri-pe,OURICURI / PE,ftth,orcamento,2026-07-01,1,8
ouricuri-pe,OURICURI / PE,ftth,efetivado,2026-07-01,1,9
ouricuri-pe,OURICURI / PE,ftth,instalacao,2026-07-01,1,8
pacajus-ce,PACAJUS / CE,5g,ativacao,2026-07-01,1,48
pacajus-ce,PACAJUS / CE,ftth,orcamento,2026-07-01,1,49
pacajus-ce,PACAJUS / CE,ftth,efetivado,2026-07-01,1,40
pacajus-ce,PACAJUS / CE,ftth,instalacao,2026-07-01,1,33
pacatuba-ce,PACATUBA  / CE,5g,ativacao,2026-07-01,1,7
pacatuba-ce,PACATUBA / CE,ftth,orcamento,2026-07-01,1,10
pacatuba-ce,PACATUBA / CE,ftth,efetivado,2026-07-01,1,9
pacatuba-ce,PACATUBA / CE,ftth,instalacao,2026-07-01,1,5
pacoti-ce,PACOTI / CE,5g,ativacao,2026-07-01,1,2
palmeira-dos-indios-al,PALMEIRA DOS INDIOS / AL,ftth,orcamento,2026-07-01,1,31
palmeira-dos-indios-al,PALMEIRA DOS INDIOS / AL,ftth,efetivado,2026-07-01,1,29
palmeira-dos-indios-al,PALMEIRA DOS INDIOS / AL,ftth,instalacao,2026-07-01,1,26
paracuru-ce,PARACURU / CE,5g,ativacao,2026-07-01,1,19
paracuru-ce,PARACURU / CE,ftth,orcamento,2026-07-01,1,2
paracuru-ce,PARACURU / CE,ftth,efetivado,2026-07-01,1,2
paraipaba-ce,PARAIPABA / CE,5g,ativacao,2026-07-01,1,37
paraipaba-ce,PARAIPABA / CE,ftth,orcamento,2026-07-01,1,11
paraipaba-ce,PARAIPABA / CE,ftth,efetivado,2026-07-01,1,15
paraipaba-ce,PARAIPABA / CE,ftth,instalacao,2026-07-01,1,16
parau-rn,PARAU / RN,5g,ativacao,2026-07-01,1,1
parnaiba-pi,PARNAIBA / PI,5g,ativacao,2026-07-01,1,51
parnaiba-pi,PARNAIBA / PI,ftth,orcamento,2026-07-01,1,83
parnaiba-pi,PARNAIBA / PI,ftth,efetivado,2026-07-01,1,78
parnaiba-pi,PARNAIBA / PI,ftth,instalacao,2026-07-01,1,58
parnamirim-rn,PARNAMIRIM / RN,5g,ativacao,2026-07-01,1,95
parnamirim-rn,PARNAMIRIM / RN,ftth,orcamento,2026-07-01,1,376
parnamirim-rn,PARNAMIRIM / RN,ftth,efetivado,2026-07-01,1,324
parnamirim-rn,PARNAMIRIM / RN,ftth,instalacao,2026-07-01,1,204
patos-pb,PATOS / PB,5g,ativacao,2026-07-01,1,74
patos-pb,PATOS / PB,ftth,orcamento,2026-07-01,1,59
patos-pb,PATOS / PB,ftth,efetivado,2026-07-01,1,49
patos-pb,PATOS / PB,ftth,instalacao,2026-07-01,1,47
patos-do-piaui-pi,PATOS DO PIAUI / PI,5g,ativacao,2026-07-01,1,1
patu-rn,PATU / RN,5g,ativacao,2026-07-01,1,15
pau-dos-ferros-rn,PAU DOS FERROS / RN,5g,ativacao,2026-07-01,1,51
pau-dos-ferros-rn,PAU DOS FERROS / RN,ftth,orcamento,2026-07-01,1,11
pau-dos-ferros-rn,PAU DOS FERROS / RN,ftth,efetivado,2026-07-01,1,8
pau-dos-ferros-rn,PAU DOS FERROS / RN,ftth,instalacao,2026-07-01,1,6
paulista-pe,PAULISTA / PE,ftth,orcamento,2026-07-01,1,90
paulista-pe,PAULISTA / PE,ftth,efetivado,2026-07-01,1,72
paulista-pe,PAULISTA / PE,ftth,instalacao,2026-07-01,1,57
paulo-afonso-ba,PAULO AFONSO / BA,5g,ativacao,2026-07-01,1,22
paulo-afonso-ba,PAULO AFONSO / BA,ftth,orcamento,2026-07-01,1,32
paulo-afonso-ba,PAULO AFONSO / BA,ftth,efetivado,2026-07-01,1,24
paulo-afonso-ba,PAULO AFONSO / BA,ftth,instalacao,2026-07-01,1,21
pedra-branca-ce,PEDRA BRANCA / CE,5g,ativacao,2026-07-01,1,21
pedra-branca-ce,PEDRA BRANCA / CE,ftth,orcamento,2026-07-01,1,3
pedra-branca-ce,PEDRA BRANCA / CE,ftth,efetivado,2026-07-01,1,3
pedra-branca-ce,PEDRA BRANCA / CE,ftth,instalacao,2026-07-01,1,1
pedro-avelino-rn,PEDRO AVELINO / RN,5g,ativacao,2026-07-01,1,1
penaforte-ce,PENAFORTE / CE,5g,ativacao,2026-07-01,1,15
penaforte-ce,PENAFORTE / CE,ftth,orcamento,2026-07-01,1,1
pendencias-rn,PENDENCIAS / RN,5g,ativacao,2026-07-01,1,9
pereiro-ce,PEREIRO / CE,5g,ativacao,2026-07-01,1,84
pereiro-ce,PEREIRO / CE,ftth,instalacao,2026-07-01,1,3
pereiro-ce,PEREIRO / CE,ftth,orcamento,2026-07-01,1,3
pereiro-ce,PEREIRO / CE,ftth,efetivado,2026-07-01,1,3
pesqueira-pe,PESQUEIRA / PE,5g,ativacao,2026-07-01,1,21
pesqueira-pe,PESQUEIRA / PE,ftth,orcamento,2026-07-01,1,10
pesqueira-pe,PESQUEIRA / PE,ftth,efetivado,2026-07-01,1,6
pesqueira-pe,PESQUEIRA / PE,ftth,instalacao,2026-07-01,1,5
petrolina-pe,PETROLINA / PE,5g,ativacao,2026-07-01,1,138
petrolina-pe,PETROLINA / PE,ftth,orcamento,2026-07-01,1,107
petrolina-pe,PETROLINA / PE,ftth,efetivado,2026-07-01,1,82
petrolina-pe,PETROLINA / PE,ftth,instalacao,2026-07-01,1,66
picos-pi,PICOS / PI,ftth,orcamento,2026-07-01,1,8
picos-pi,PICOS / PI,ftth,instalacao,2026-07-01,1,10
picos-pi,PICOS / PI,ftth,efetivado,2026-07-01,1,7
piloes-rn,PILOES / RN,5g,ativacao,2026-07-01,1,3
pindoretama-ce,PINDORETAMA / CE,5g,ativacao,2026-07-01,1,6
pinheiro-ma,PINHEIRO / MA,5g,ativacao,2026-07-01,1,3
piquet-carneiro-ce,PIQUET CARNEIRO / CE,5g,ativacao,2026-07-01,1,18
piranhas-al,PIRANHAS / AL,5g,ativacao,2026-07-01,1,6
piranhas-al,PIRANHAS / AL,ftth,orcamento,2026-07-01,1,5
piranhas-al,PIRANHAS / AL,ftth,efetivado,2026-07-01,1,4
piranhas-al,PIRANHAS / AL,ftth,instalacao,2026-07-01,1,3
pirapemas-ma,PIRAPEMAS / MA,5g,ativacao,2026-07-01,1,2
piripiri-pi,PIRIPIRI / PI,5g,ativacao,2026-07-01,1,1
piripiri-pi,PIRIPIRI / PI,ftth,orcamento,2026-07-01,1,13
piripiri-pi,PIRIPIRI / PI,ftth,efetivado,2026-07-01,1,10
piripiri-pi,PIRIPIRI / PI,ftth,instalacao,2026-07-01,1,9
poco-dantas-pb,POCO DANTAS / PB,5g,ativacao,2026-07-01,1,3
pombal-pb,POMBAL / PB,5g,ativacao,2026-07-01,1,28
pombal-pb,POMBAL / PB,ftth,efetivado,2026-07-01,1,8
pombal-pb,POMBAL / PB,ftth,instalacao,2026-07-01,1,9
pombal-pb,POMBAL / PB,ftth,orcamento,2026-07-01,1,9
porcao-de-pedras-ma,PORCAO DE PEDRAS  / MA,5g,ativacao,2026-07-01,1,3
portalegre-rn,PORTALEGRE / RN,5g,ativacao,2026-07-01,1,4
portalegre-rn,PORTALEGRE / RN,ftth,orcamento,2026-07-01,1,2
portalegre-rn,PORTALEGRE / RN,ftth,efetivado,2026-07-01,1,2
portalegre-rn,PORTALEGRE / RN,ftth,instalacao,2026-07-01,1,3
porteiras-ce,PORTEIRAS / CE,5g,ativacao,2026-07-01,1,4
potengi-ce,POTENGI / CE,5g,ativacao,2026-07-01,1,3
potiretama-ce,POTIRETAMA / CE,5g,ativacao,2026-07-01,1,8
